shape,carat,cut,color,clarity,report,type
Round,1.15,Ideal,I,VS1,IGI,lab
Pear,1.51,Ideal,G,SI1,GIA,natural
Round,0.9,'Very Good',G,SI1,GIA,natural
Round,0.32,'Super Ideal',D,VVS2,GCAL,lab
Round,0.8,Ideal,G,VVS2,GIA,natural
Pear,1.12,'Very Good',F,VS2,IGI,lab
Emerald,0.5,'Very Good',I,SI1,IGI,lab
Round,1.14,Ideal,I,VS1,IGI,lab
Emerald,0.87,'Very Good',J,VS2,IGI,lab
Round,0.9,'Very Good',J,VVS2,GIA,natural
Round,0.31,'Super Ideal',E,VVS2,GIA,natural
Round,0.31,'Super Ideal',H,VS2,IGI,lab
Emerald,1.51,Ideal,E,SI1,IGI,lab
Oval,1.28,'Super Ideal',I,SI1,IGI,lab
Round,1.14,'Super Ideal',J,VS1,IGI,lab
Round,2.04,'Super Ideal',D,VVS2,GCAL,lab
Round,0.43,'Super Ideal',F,VS2,IGI,lab
Oval,1.51,'Super Ideal',H,SI2,GIA,natural
Oval,0.5,Good,E,SI1,IGI,lab
Round,0.93,'Super Ideal',J,VS1,IGI,lab
Cushion,1.01,'Very Good',E,SI1,IGI,lab
Princess,3.02,Good,F,VS2,IGI,lab
Marquise,0.52,'Very Good',H,VS2,IGI,lab
Oval,1.55,'Super Ideal',I,VS1,IGI,lab
Radiant,0.74,'Very Good',F,VS1,GCAL,lab
Oval,0.32,Ideal,E,VVS2,IGI,lab
Round,1.51,'Very Good',I,VVS2,IGI,lab
Round,1.51,'Super Ideal',I,VS1,IGI,lab
Oval,2.01,'Super Ideal',F,SI2,GIA,natural
Round,0.4,'Super Ideal',J,VVS2,GIA,natural
Round,0.55,'Super Ideal',D,VVS1,GIA,natural
Round,1.06,Ideal,I,VS2,IGI,lab
Oval,2.2,'Super Ideal',G,VS1,GIA,natural
Round,0.5,'Super Ideal',D,VVS2,GIA,natural
Pear,2.04,'Very Good',G,VS1,GCAL,lab
Round,0.71,'Very Good',I,VS2,GIA,natural
Emerald,0.37,'Super Ideal',J,VS1,GIA,natural
Round,1.07,Ideal,I,VVS2,GCAL,lab
Round,0.32,'Super Ideal',E,VVS2,GIA,natural
Emerald,2.03,'Super Ideal',D,VVS2,IGI,lab
Emerald,0.39,'Very Good',H,VS1,IGI,lab
Round,0.92,Ideal,H,SI2,IGI,lab
Princess,0.31,Ideal,D,VS1,GIA,natural
Round,0.3,'Super Ideal',E,VVS2,GIA,natural
Round,0.3,'Super Ideal',E,VVS1,GIA,natural
Round,1.0,'Super Ideal',J,SI2,GIA,natural
Round,0.33,'Super Ideal',F,VS2,GIA,natural
Round,0.3,'Super Ideal',E,VVS2,GIA,natural
Round,0.32,'Super Ideal',D,VS1,GIA,natural
Round,0.55,'Super Ideal',D,VVS1,GIA,natural
Marquise,0.51,'Very Good',I,SI2,IGI,lab
Princess,1.51,'Super Ideal',I,SI1,IGI,lab
Oval,0.53,Ideal,G,SI2,GIA,natural
Heart,2.14,Ideal,G,VS1,GCAL,lab
Round,1.01,'Super Ideal',D,VS2,GIA,natural
Round,0.42,'Super Ideal',J,VVS1,GIA,natural
Round,0.97,'Super Ideal',H,SI1,GIA,natural
Round,0.31,'Super Ideal',D,VVS2,GIA,natural
Round,0.64,'Super Ideal',G,VVS1,GIA,natural
Pear,0.35,'Very Good',D,VS1,GIA,natural
Round,1.1,Ideal,I,SI1,IGI,lab
Pear,0.36,Ideal,F,VS2,IGI,lab
Round,0.8,'Super Ideal',E,SI2,GIA,natural
Round,0.3,'Very Good',G,VVS2,GIA,natural
Oval,0.77,'Very Good',E,VS2,GCAL,lab
Pear,2.57,'Very Good',D,VS1,IGI,lab
Round,0.3,Good,G,IF,GIA,natural
Round,1.04,'Super Ideal',I,VVS2,IGI,lab
Round,0.42,'Super Ideal',G,VS1,GIA,natural
Round,2.0,Ideal,I,VVS2,IGI,lab
Pear,1.07,Ideal,G,IF,GIA,natural
Round,0.4,Good,F,SI2,GIA,natural
Round,0.8,Ideal,I,VS1,IGI,lab
Round,0.3,'Very Good',D,VS2,IGI,lab
Radiant,1.31,'Super Ideal',G,VS1,GIA,natural
Round,0.3,'Very Good',E,VVS1,GIA,natural
Cushion,1.02,'Very Good',E,VS1,GCAL,lab
Round,0.3,'Super Ideal',E,VVS2,GIA,natural
Round,0.42,'Super Ideal',E,VVS2,GIA,natural
Round,0.75,'Super Ideal',I,VS2,GIA,natural
Round,1.23,'Very Good',I,SI2,GCAL,lab
Round,1.01,Ideal,G,SI2,IGI,natural
Marquise,0.42,'Very Good',F,VS2,GCAL,lab
Oval,0.52,'Very Good',D,VS1,GCAL,lab
Round,1.9,Ideal,I,SI2,IGI,natural
Round,0.25,'Super Ideal',D,VS1,GIA,natural
Emerald,0.62,'Super Ideal',H,VS1,IGI,lab
Oval,1.6,'Super Ideal',E,SI2,GIA,natural
Princess,1.66,'Very Good',G,VS2,GCAL,lab
Round,0.6,'Super Ideal',G,VS1,GIA,natural
Round,0.5,'Super Ideal',D,VS1,GIA,natural
Round,0.61,Ideal,E,VVS2,IGI,lab
Oval,1.02,Ideal,J,VVS2,IGI,lab
Round,0.4,'Very Good',E,SI1,GIA,natural
Round,0.34,Ideal,F,SI2,GIA,natural
Oval,0.51,Ideal,H,IF,GIA,natural
Marquise,0.31,Ideal,H,VVS2,GIA,natural
Round,0.54,'Super Ideal',H,VS1,IGI,lab
Round,0.33,'Super Ideal',G,VS1,GIA,natural
Round,0.52,'Super Ideal',H,VS2,GIA,natural
Oval,0.33,Good,E,SI1,IGI,lab
Asscher,1.71,'Super Ideal',H,VVS1,GIA,natural
Round,1.12,'Super Ideal',E,VVS1,GIA,natural
Oval,1.04,'Super Ideal',E,SI1,IGI,lab
Emerald,0.5,Ideal,E,VS1,GIA,natural
Round,0.5,Ideal,F,SI1,GIA,natural
Round,1.04,Ideal,D,VVS1,GCAL,lab
Emerald,3.04,Ideal,D,SI1,IGI,lab
Round,0.34,'Super Ideal',D,IF,GIA,natural
Round,0.5,'Super Ideal',E,VS2,GIA,natural
Round,1.2,Good,H,SI2,GIA,natural
Oval,0.31,'Very Good',D,VS1,IGI,lab
Round,0.4,'Super Ideal',I,SI1,GIA,natural
Round,0.4,Ideal,G,VVS2,GIA,natural
Round,0.32,'Super Ideal',D,VVS2,GIA,natural
Round,1.12,Ideal,H,VVS2,IGI,lab
Round,2.55,'Super Ideal',F,VVS2,IGI,lab
Cushion,1.06,Ideal,D,VVS1,GIA,natural
Round,0.33,Ideal,J,IF,GIA,natural
Pear,0.4,'Very Good',F,VS1,GIA,natural
Round,0.5,'Very Good',G,SI1,IGI,natural
Oval,1.5,Ideal,G,SI2,GIA,natural
Pear,0.53,Ideal,F,VS1,IGI,lab
Round,0.3,'Super Ideal',F,VVS1,GIA,natural
Princess,1.0,Good,J,VS1,GIA,natural
Round,0.9,'Very Good',G,SI1,GIA,natural
Oval,1.56,'Super Ideal',I,VS2,IGI,lab
Emerald,0.51,Ideal,D,SI1,GIA,natural
Oval,1.5,'Very Good',H,SI2,GIA,natural
Heart,0.51,Ideal,E,SI1,GIA,natural
Cushion,0.71,'Very Good',E,VS1,IGI,lab
Round,1.06,'Super Ideal',G,VVS2,IGI,lab
Round,1.28,'Super Ideal',H,VVS2,IGI,lab
Round,0.5,'Super Ideal',F,VVS1,GIA,natural
Princess,1.5,'Super Ideal',G,SI1,IGI,lab
Marquise,0.71,Ideal,E,VVS2,IGI,lab
Round,0.91,'Very Good',H,VVS2,GIA,natural
Round,0.6,Ideal,I,IF,GIA,natural
Emerald,0.46,Good,E,SI1,GIA,natural
Round,0.9,'Very Good',I,VS1,IGI,lab
Cushion,2.2,'Very Good',F,VS1,GCAL,lab
Round,0.5,'Super Ideal',F,VS1,GIA,natural
Princess,1.2,Ideal,G,SI2,HRD,natural
Round,0.4,'Super Ideal',D,VVS1,GIA,natural
Round,0.42,'Super Ideal',E,VVS2,GIA,natural
Round,0.3,'Very Good',G,SI1,IGI,lab
Round,1.5,Ideal,D,VVS1,IGI,lab
Round,0.5,'Super Ideal',D,VS2,GIA,natural
Round,0.3,'Super Ideal',G,VVS1,GIA,natural
Round,0.4,Ideal,G,VVS1,GIA,natural
Round,1.61,Ideal,I,VS2,IGI,lab
Round,0.33,Ideal,F,VS2,GCAL,lab
Pear,0.59,Ideal,J,VS2,GIA,natural
Pear,3.32,'Super Ideal',D,VS1,IGI,lab
Oval,0.71,'Very Good',E,VS2,GCAL,lab
Round,0.3,Ideal,E,VVS1,GIA,natural
Round,0.46,'Super Ideal',D,VS1,GIA,natural
Round,0.54,'Super Ideal',F,VS1,GIA,natural
Pear,0.51,Ideal,F,VS1,IGI,lab
Pear,0.72,'Super Ideal',G,VS1,IGI,lab
Round,0.4,'Super Ideal',F,VS1,GIA,natural
Round,0.9,'Super Ideal',H,VS1,GIA,natural
Round,0.35,'Super Ideal',D,VVS2,GIA,natural
Pear,0.4,'Super Ideal',F,VS1,GIA,natural
Round,1.26,'Super Ideal',E,VS1,GIA,natural
Round,0.34,'Super Ideal',D,IF,GIA,natural
Round,0.61,'Super Ideal',H,VS2,GIA,natural
Round,2.57,'Super Ideal',D,VVS1,GCAL,lab
Round,0.3,'Very Good',D,VVS1,GIA,natural
Round,0.4,Ideal,G,VS1,GIA,natural
Round,0.3,Ideal,E,SI1,GIA,natural
Oval,3.07,'Very Good',D,VVS2,IGI,lab
Round,1.51,'Super Ideal',J,VS1,HRD,lab
Princess,1.01,Ideal,G,SI2,IGI,natural
Oval,0.9,'Very Good',H,VVS1,IGI,lab
Round,0.5,'Super Ideal',E,VVS2,GIA,natural
Emerald,1.01,'Very Good',I,SI2,GIA,natural
Round,0.3,'Super Ideal',F,VVS2,GIA,natural
Round,0.31,'Super Ideal',E,VS1,GIA,natural
Pear,0.53,'Very Good',G,SI1,IGI,lab
Round,0.4,'Very Good',G,VVS2,GIA,natural
Round,0.34,'Super Ideal',F,VVS1,GIA,natural
Round,0.3,Ideal,D,VVS2,GIA,natural
Oval,1.02,'Very Good',D,VVS2,IGI,lab
Round,0.5,Ideal,E,SI1,GIA,natural
Asscher,2.06,'Very Good',G,VS2,GCAL,lab
Marquise,1.3,'Super Ideal',G,SI2,GIA,natural
Round,0.28,'Super Ideal',D,VVS2,GIA,natural
Pear,0.8,Ideal,H,VS2,GIA,natural
Round,0.39,'Very Good',I,VS2,GIA,natural
Round,0.26,'Super Ideal',D,VVS1,GIA,natural
Round,0.61,Ideal,E,VS2,IGI,lab
Round,0.96,Ideal,I,VVS1,GIA,natural
Round,0.3,'Super Ideal',G,IF,GIA,natural
Emerald,2.0,'Very Good',H,SI1,GCAL,lab
Round,1.5,'Very Good',I,VS2,IGI,lab
Round,0.53,Ideal,E,VVS2,IGI,lab
Round,0.42,'Super Ideal',D,IF,GIA,natural
Round,1.01,Ideal,F,SI2,IGI,natural
Pear,1.0,Ideal,F,VVS2,IGI,lab
Round,0.5,'Super Ideal',D,VS1,GIA,natural
Emerald,0.53,'Super Ideal',E,SI1,GIA,natural
Pear,0.91,'Very Good',F,VS1,IGI,lab
Cushion,1.0,Ideal,D,VS1,GIA,natural
Round,1.0,'Super Ideal',E,VS2,IGI,lab
Pear,0.43,'Very Good',E,VS1,IGI,lab
Round,0.5,'Super Ideal',D,VS1,GIA,natural
Emerald,1.0,'Super Ideal',E,SI1,GIA,natural
Oval,0.88,'Very Good',E,IF,IGI,lab
Round,0.54,'Super Ideal',D,SI2,IGI,lab
Round,0.3,'Super Ideal',E,IF,GIA,natural
Round,1.0,'Super Ideal',F,VS1,GIA,natural
Round,0.7,'Super Ideal',E,VVS1,GIA,natural
Round,1.15,Ideal,G,VS1,IGI,lab
Round,2.06,'Super Ideal',G,VS1,IGI,lab
Radiant,2.08,Ideal,E,VS1,GCAL,lab
Round,0.51,'Super Ideal',D,VS2,GIA,natural
Round,1.05,Ideal,G,VS1,IGI,lab
Asscher,1.5,Ideal,E,VS1,GCAL,lab
Emerald,0.36,Ideal,I,VVS1,GIA,natural
Oval,0.5,Ideal,D,VS2,GIA,natural
Oval,2.03,'Super Ideal',F,VVS1,GIA,natural
Round,1.0,'Super Ideal',E,SI1,IGI,lab
Round,0.37,'Super Ideal',D,VS2,GIA,natural
Oval,2.05,'Super Ideal',I,VS2,IGI,lab
Oval,0.59,Ideal,H,SI1,GIA,natural
Round,0.72,'Super Ideal',I,SI1,IGI,lab
Round,0.73,'Super Ideal',E,VVS2,IGI,lab
Round,0.59,'Super Ideal',G,VVS2,GIA,natural
Round,0.5,Ideal,J,VS1,GIA,natural
Round,0.79,Ideal,F,VVS2,IGI,lab
Round,1.11,Ideal,I,SI1,IGI,lab
Round,3.12,Ideal,E,VS1,IGI,lab
Round,0.31,'Super Ideal',D,VS2,IGI,lab
Round,0.5,'Very Good',F,SI1,GIA,natural
Oval,0.58,'Very Good',G,SI1,IGI,lab
Emerald,0.44,'Super Ideal',H,SI1,GIA,natural
Round,0.33,'Super Ideal',D,SI1,GIA,natural
Oval,0.9,'Very Good',G,VS2,GIA,natural
Round,0.51,'Very Good',I,VS1,GIA,natural
Oval,2.51,'Very Good',H,SI2,GIA,natural
Round,0.3,'Super Ideal',H,VVS1,GIA,natural
Round,0.3,'Very Good',D,VS1,GIA,natural
Round,0.45,'Super Ideal',G,VVS1,GIA,natural
Emerald,1.0,Ideal,G,VS2,GIA,natural
Round,0.3,Ideal,E,IF,GIA,natural
Round,1.5,'Super Ideal',I,VS1,IGI,lab
Round,0.7,'Super Ideal',G,VS1,GIA,natural
Round,0.7,'Very Good',H,VS2,GIA,natural
Round,0.59,'Super Ideal',F,VS2,IGI,lab
Round,0.48,'Super Ideal',E,VVS1,GIA,natural
Round,1.0,Ideal,G,VS2,IGI,lab
Princess,1.7,Ideal,J,VS2,GIA,natural
Princess,0.51,'Very Good',D,VS2,GIA,natural
Round,0.25,Ideal,G,VVS2,GIA,natural
Round,1.1,'Super Ideal',H,SI2,HRD,lab
Oval,1.88,Ideal,I,SI2,IGI,lab
Round,0.8,'Super Ideal',D,VS1,GIA,natural
Pear,0.81,Ideal,G,VS1,GIA,natural
Cushion,1.71,'Very Good',F,SI1,GIA,natural
Emerald,1.0,Good,F,SI1,IGI,lab
Round,1.18,'Super Ideal',H,SI2,HRD,lab
Round,0.61,Ideal,G,VS1,IGI,lab
Pear,0.69,'Super Ideal',D,VS1,IGI,lab
Round,0.3,'Super Ideal',D,VVS2,GIA,natural
Round,0.51,Good,E,SI1,IGI,lab
Round,0.4,Good,F,IF,GIA,natural
Round,0.6,'Super Ideal',G,VVS1,GIA,natural
Round,0.54,'Super Ideal',H,VVS1,GIA,natural
Round,1.04,'Super Ideal',I,VS1,IGI,lab
Round,0.7,Ideal,G,VS2,GIA,natural
Round,0.3,'Super Ideal',D,VVS2,GIA,natural
Round,1.12,'Super Ideal',H,VVS2,HRD,lab
Round,0.3,'Super Ideal',D,SI2,GIA,natural
Oval,1.01,Ideal,I,VS2,IGI,lab
Round,1.5,'Super Ideal',F,VS1,IGI,lab
Princess,0.46,'Very Good',G,VS2,GIA,natural
Round,0.3,'Super Ideal',E,VS2,GIA,natural
Oval,0.49,Good,F,VS2,IGI,lab
Marquise,0.4,Good,F,VS2,GIA,natural
Cushion,3.01,'Very Good',F,VS1,IGI,lab
Oval,2.03,Ideal,J,SI2,IGI,lab
Round,2.09,'Super Ideal',F,SI1,IGI,lab
Princess,1.0,Good,E,SI2,GIA,natural
Round,0.45,'Very Good',I,VS1,GIA,natural
Round,0.9,'Super Ideal',F,VS2,IGI,lab
Emerald,0.5,Ideal,F,SI1,GIA,natural
Round,0.46,'Super Ideal',I,SI1,GIA,natural
Round,1.16,'Super Ideal',G,VS1,IGI,lab
Round,0.33,'Super Ideal',J,VS2,GIA,natural
Round,0.8,'Super Ideal',F,VS2,GIA,natural
Round,0.25,'Super Ideal',D,VS1,GIA,natural
Round,1.59,'Super Ideal',I,VVS2,IGI,lab
Round,1.51,'Super Ideal',F,VS2,GIA,natural
Round,1.69,'Super Ideal',G,VS1,IGI,lab
Round,0.75,'Super Ideal',F,VVS1,GIA,natural
Emerald,0.3,Ideal,G,VVS2,GIA,natural
Round,2.06,Ideal,G,VS1,IGI,lab
Round,0.51,'Super Ideal',I,VVS2,GIA,natural
Round,2.0,Ideal,G,VS1,IGI,lab
Round,1.64,'Super Ideal',I,VS2,IGI,lab
Round,0.31,'Super Ideal',D,VS2,IGI,lab
Oval,0.37,Good,D,VS1,IGI,lab
Round,0.32,'Super Ideal',D,VVS2,GIA,natural
Round,0.77,Ideal,I,SI1,GCAL,lab
Round,0.3,Good,D,VS2,GIA,natural
Round,0.5,'Super Ideal',F,VS2,GIA,natural
Round,0.72,'Super Ideal',E,VS1,IGI,lab
Heart,1.0,'Very Good',F,VS2,GIA,natural
Round,1.5,Ideal,F,VS1,IGI,lab
Round,0.3,'Very Good',F,VS1,GIA,natural
Round,1.2,'Super Ideal',J,VS1,GIA,natural
Heart,0.3,Ideal,E,VS1,GIA,natural
Emerald,1.2,'Very Good',H,VS1,GIA,natural
Round,2.19,'Super Ideal',G,SI1,IGI,lab
Princess,0.52,'Very Good',H,VS2,GIA,natural
Round,0.65,'Super Ideal',I,VS2,GIA,natural
Oval,0.35,'Very Good',D,VS2,IGI,lab
Round,1.27,'Super Ideal',E,SI1,GIA,natural
Oval,2.01,Good,G,VS1,IGI,lab
Pear,0.41,Ideal,E,VVS2,IGI,lab
Oval,0.3,Ideal,I,VVS2,GIA,natural
Round,0.69,'Very Good',E,VS1,IGI,lab
Round,0.41,'Super Ideal',E,VVS1,GIA,natural
Oval,0.52,Ideal,F,VS2,GCAL,lab
Round,0.3,'Super Ideal',E,VVS1,GIA,natural
Emerald,1.13,'Super Ideal',D,SI1,IGI,lab
Round,0.3,'Super Ideal',H,SI1,GIA,natural
Emerald,0.5,'Very Good',E,VVS2,GIA,natural
Round,1.13,'Super Ideal',G,VVS2,IGI,lab
Round,1.08,Ideal,I,VS2,IGI,lab
Emerald,0.93,'Very Good',J,VVS2,GIA,natural
Round,0.31,Ideal,F,VVS2,IGI,lab
Round,1.29,'Super Ideal',G,SI2,GIA,natural
Round,1.65,Ideal,I,VS1,IGI,lab
Round,0.53,'Super Ideal',F,VVS2,GIA,natural
Princess,0.51,Ideal,F,SI2,GIA,natural
Round,0.7,'Super Ideal',F,VS2,GIA,natural
Cushion,2.04,Ideal,G,VS1,IGI,lab
Round,1.2,'Super Ideal',J,VS2,IGI,lab
Round,0.6,'Super Ideal',D,VVS1,GIA,natural
Round,0.32,'Super Ideal',G,SI1,GIA,natural
Round,0.41,'Super Ideal',E,VVS1,GIA,natural
Round,0.53,'Super Ideal',E,SI1,IGI,lab
Pear,0.91,'Very Good',E,VS2,GCAL,lab
Round,0.7,'Very Good',E,VS1,GIA,natural
Round,1.91,Ideal,E,SI2,IGI,natural
Round,0.26,'Super Ideal',D,VS1,GIA,natural
Round,1.14,'Super Ideal',I,VS2,IGI,lab
Round,0.3,'Super Ideal',E,VS1,GIA,natural
Round,0.46,Ideal,E,SI1,GIA,natural
Emerald,0.52,'Very Good',E,VVS1,GIA,natural
Pear,0.4,Ideal,D,VS1,GIA,natural
Cushion,1.51,Ideal,E,VS2,IGI,lab
Pear,0.3,'Super Ideal',E,VS1,IGI,lab
Round,1.6,'Super Ideal',G,VVS1,GIA,natural
Round,0.32,'Super Ideal',E,SI1,IGI,lab
Round,1.61,'Super Ideal',F,VS1,IGI,lab
Round,0.26,'Super Ideal',F,VVS2,GIA,natural
Emerald,0.5,'Super Ideal',F,VS1,GIA,natural
Round,0.72,Ideal,E,VVS2,IGI,lab
Marquise,0.41,Ideal,D,SI2,GIA,natural
Pear,0.7,Good,G,SI1,IGI,lab
Round,1.1,Ideal,F,VVS2,IGI,lab
Marquise,0.77,'Super Ideal',D,IF,GIA,natural
Round,0.5,'Very Good',D,VS1,GIA,natural
Round,0.43,'Super Ideal',F,VS1,GIA,natural
Round,0.6,'Super Ideal',G,SI1,GIA,natural
Round,0.3,Ideal,D,VVS2,GIA,natural
Princess,2.02,Ideal,G,VS2,GCAL,lab
Cushion,3.0,'Super Ideal',E,VS2,GIA,natural
Round,0.3,'Super Ideal',F,VS2,IGI,lab
Round,0.38,'Super Ideal',E,SI1,IGI,lab
Round,1.47,'Super Ideal',J,VS2,IGI,lab
Pear,0.48,Ideal,G,SI1,IGI,lab
Round,1.06,'Super Ideal',F,VS2,IGI,lab
Round,1.1,Ideal,I,VVS2,IGI,lab
Round,1.11,Ideal,G,VS1,IGI,lab
Round,1.01,'Super Ideal',J,SI1,IGI,lab
Princess,0.82,Ideal,G,VS2,GIA,natural
Emerald,2.0,Ideal,H,VVS1,IGI,lab
Round,0.31,'Super Ideal',E,VVS1,GIA,natural
Pear,0.7,Ideal,H,SI1,IGI,lab
Emerald,0.55,'Super Ideal',D,VS1,GIA,natural
Round,1.11,'Super Ideal',G,VS2,IGI,lab
Princess,1.41,'Super Ideal',G,VS1,GIA,natural
Princess,0.45,Ideal,D,SI1,GIA,natural
Round,0.7,'Super Ideal',D,VS2,GIA,natural
Round,2.02,'Very Good',J,SI1,GCAL,lab
Round,0.5,'Super Ideal',H,SI1,GIA,natural
Round,0.7,'Very Good',H,SI1,GIA,natural
Emerald,0.6,Ideal,H,SI1,GIA,natural
Round,1.32,Ideal,D,VVS2,IGI,lab
Round,1.64,Ideal,I,SI2,IGI,lab
Round,0.3,'Super Ideal',E,SI1,GIA,natural
Round,1.01,'Very Good',D,VS2,GIA,natural
Emerald,1.0,'Super Ideal',D,SI1,IGI,lab
Round,0.32,Ideal,D,VVS2,GIA,natural
Oval,0.51,'Very Good',D,SI1,GCAL,lab
Princess,0.4,Ideal,D,VVS1,GIA,natural
Asscher,4.21,Good,I,VS1,GIA,natural
Emerald,1.01,'Very Good',F,VVS1,GIA,natural
Oval,0.5,'Super Ideal',I,SI1,IGI,lab
Round,2.05,'Super Ideal',F,SI2,IGI,lab
Round,0.5,'Very Good',H,VS2,GIA,natural
Oval,1.2,'Very Good',G,SI1,GIA,natural
Oval,0.7,'Very Good',G,VS1,IGI,lab
Heart,1.52,'Super Ideal',G,SI2,IGI,natural
Pear,0.51,Ideal,D,VS2,GIA,natural
Oval,2.05,Ideal,I,SI1,IGI,lab
Round,0.8,'Super Ideal',E,SI2,GIA,natural
Oval,3.07,Ideal,G,VS2,IGI,lab
Oval,0.5,Ideal,D,VS1,GIA,natural
Round,0.63,'Super Ideal',E,VS1,GIA,natural
Round,1.09,'Super Ideal',J,VS1,IGI,lab
Round,0.3,'Super Ideal',E,VS2,GIA,natural
Round,1.71,'Super Ideal',J,VVS2,IGI,lab
Round,0.38,'Very Good',G,VS2,IGI,lab
Round,1.0,'Very Good',D,VVS2,GIA,natural
Round,0.45,'Very Good',D,VVS1,GIA,natural
Round,0.5,Ideal,E,VS2,GIA,natural
Round,0.34,'Super Ideal',D,VVS2,IGI,lab
Round,1.17,Ideal,J,VS2,IGI,lab
Pear,1.1,'Very Good',G,VS2,GCAL,lab
Round,0.5,'Super Ideal',H,SI2,GIA,natural
Cushion,0.7,'Very Good',F,SI1,GIA,natural
Oval,1.51,'Very Good',E,VS2,GCAL,lab
Round,0.78,'Super Ideal',F,VS1,IGI,lab
Round,0.71,'Very Good',G,VS1,GIA,natural
Cushion,2.03,Ideal,G,SI1,GIA,natural
Oval,0.51,'Very Good',D,VS2,GCAL,lab
Round,1.0,'Very Good',D,SI1,IGI,lab
Round,0.4,'Super Ideal',F,VS2,GIA,natural
Round,1.04,'Super Ideal',D,VS1,IGI,lab
Oval,0.41,Ideal,H,SI2,GIA,natural
Round,0.47,'Super Ideal',D,VS2,IGI,lab
Round,1.19,Ideal,J,VS2,GCAL,lab
Round,0.91,Ideal,E,VVS2,IGI,lab
Round,0.32,'Super Ideal',H,IF,GIA,natural
Round,2.0,'Super Ideal',I,VS1,IGI,lab
Cushion,2.06,Ideal,H,VS2,GCAL,lab
Princess,1.7,'Very Good',I,VS1,GIA,natural
Princess,0.33,Ideal,E,SI1,GIA,natural
Round,0.81,'Very Good',E,SI1,IGI,lab
Round,0.4,'Super Ideal',F,VVS2,GIA,natural
Round,0.7,'Very Good',J,VS2,GIA,natural
Round,0.34,'Super Ideal',E,VVS2,GIA,natural
Round,1.58,Ideal,G,VS2,IGI,lab
Marquise,0.33,Ideal,F,VS2,GCAL,lab
Pear,0.61,'Very Good',E,VS2,IGI,lab
Round,0.32,'Super Ideal',E,IF,GIA,natural
Round,0.3,'Super Ideal',D,VVS2,GIA,natural
Round,0.67,Ideal,I,SI2,IGI,lab
Round,1.01,'Super Ideal',D,VS1,GIA,natural
Round,1.19,'Super Ideal',G,VVS1,IGI,lab
Oval,4.0,Ideal,D,VVS1,GCAL,lab
Round,1.0,Ideal,J,VS1,IGI,lab
Emerald,0.61,'Super Ideal',F,SI2,GIA,natural
Round,0.31,'Super Ideal',E,VVS2,GIA,natural
Round,0.3,'Super Ideal',D,VS1,GIA,natural
Round,0.31,Ideal,F,SI2,GIA,natural
Round,0.31,'Super Ideal',D,VVS2,GIA,natural
Emerald,0.32,Ideal,D,IF,GIA,natural
Princess,2.35,Ideal,G,VVS2,IGI,lab
Round,3.52,'Super Ideal',E,VVS2,GCAL,lab
Round,2.58,Ideal,E,VS1,IGI,lab
Round,0.5,Ideal,E,SI1,GIA,natural
Round,0.38,'Super Ideal',D,VS2,IGI,lab
Round,0.46,'Very Good',H,VVS1,GIA,natural
Round,0.53,'Very Good',D,IF,GIA,natural
Pear,1.52,'Very Good',I,SI2,IGI,lab
Round,0.7,'Super Ideal',D,SI1,GIA,natural
Round,0.35,'Super Ideal',I,VVS2,IGI,lab
Round,0.35,'Super Ideal',D,VS1,GIA,natural
Round,1.02,'Super Ideal',F,VS1,GIA,natural
Asscher,1.44,Ideal,G,VVS2,GIA,natural
Round,0.7,'Very Good',G,VS2,GIA,natural
Round,0.5,Ideal,E,SI1,GIA,natural
Oval,0.8,'Very Good',E,VVS2,GCAL,lab
Round,0.9,'Very Good',J,SI1,GIA,natural
Round,0.52,Ideal,E,SI1,GIA,natural
Pear,0.51,Ideal,G,VS1,IGI,lab
Round,0.31,'Super Ideal',D,VVS2,GIA,natural
Emerald,1.3,Good,I,SI2,IGI,lab
Princess,0.4,'Very Good',E,VS1,GIA,natural
Round,0.75,'Super Ideal',G,SI1,GIA,natural
Pear,1.0,Ideal,D,SI2,GIA,natural
Round,1.1,Ideal,D,VS2,IGI,lab
Marquise,0.42,Ideal,D,VS1,GCAL,lab
Round,0.41,'Super Ideal',D,VVS1,GIA,natural
Oval,2.04,Ideal,H,VS2,GCAL,lab
Round,0.3,'Super Ideal',E,VVS2,GIA,natural
Oval,2.07,'Super Ideal',I,VS2,IGI,lab
Round,0.5,'Very Good',H,SI1,IGI,natural
Round,0.3,Ideal,D,VVS2,GIA,natural
Oval,2.11,'Super Ideal',I,VS2,IGI,lab
Marquise,0.31,'Very Good',G,VS1,GIA,natural
Oval,1.51,Ideal,J,VS2,IGI,lab
Round,0.7,'Very Good',F,VVS1,GIA,natural
Round,0.31,'Super Ideal',E,VS2,IGI,lab
Princess,1.0,'Super Ideal',G,VVS1,GIA,natural
Round,0.9,'Very Good',J,SI1,IGI,lab
Oval,0.73,Ideal,D,VS1,GIA,natural
Round,0.4,Ideal,F,VS1,GIA,natural
Round,0.3,'Very Good',F,IF,GIA,natural
Princess,1.23,Ideal,G,VVS2,IGI,lab
Marquise,1.52,Ideal,G,VS1,IGI,lab
Oval,0.71,Ideal,H,VS1,GIA,natural
Round,0.5,Ideal,E,VS1,GIA,natural
Round,0.36,'Super Ideal',I,SI2,GIA,natural
Round,0.33,'Super Ideal',D,VVS1,IGI,lab
Round,1.5,'Super Ideal',H,SI1,GIA,natural
